,box_id,box_name,event_name,match_close,match_id,match_title,race_id,race_name,sport_title
187,b1049038720,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.6.2022,2022-05-17T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
188,b1049329547,,Kurz 1 Bitcoin v USD dne 14.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-17T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
189,b1049492841,,Nejvíce mandátů získá,2022-05-15T08:00:00.000+02:00,95442,Zemské volby v Severním Porýní-Vestfálsku 2022,4396404,Zemské volby v Severním Porýní-Vestfálsku 2022,Politika
190,b1049501704,,Umístění do 3. místa,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
191,b1049501705,,Umístění do 5. místa,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
192,b1049501706,,Umístění do 10. místa,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
193,b1049492181,Ukrajina,Vítěz Ano/Ne,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
194,b1049517762,Česko,Umístění do 15. místa Ano/Ne,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
195,b1049514602,Ukrajina x Švédsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
196,b1049514603,Ukrajina x Velká Británie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
197,b1049514604,Ukrajina x Itálie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
198,b1049514605,Švédsko x Velká Británie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
199,b1049514606,Švédsko x Itálie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
200,b1049514607,Švédsko x Španělsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
201,b1049514608,Velká Británie x Itálie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
202,b1049514609,Velká Británie x Španělsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
203,b1049514610,Itálie x Španělsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
204,b1049514611,Polsko x Řecko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
205,b1049514612,Nizozemsko x Srbsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
206,b1049514613,Česko x Finsko,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
207,b1049514614,Česko x Francie,Kdo získá více hlasů,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
208,b1049513280,,Vítězem hlasování diváků bude Ukrajina,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
209,b1049598885,,Cena 1 oz zlata v USD dne 14.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-17T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
210,b1049599143,,Kurz devizového trhu 1 EUR podle ČNB pro den 14.6.2022,2022-05-17T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
211,b1049574764,Česko,Umístění do 14. místa Ano/Ne,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
212,b1049957713,,Maximální denní teplota ve stupních C podle chmi.cz bude 15.6.2022 8:00 – 16.6.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-06-01T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
213,b1050209862,,Cena 1 barel ropa Brent v USD dne 21.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-24T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
214,b1050209863,,Cena 1 oz zlata v USD dne 21.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-24T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
215,b1050214952,,Kurz 1 Bitcoin v USD dne 14.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-24T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
216,b1050209865,,Kurz devizového trhu 1 EUR podle ČNB pro den 21.6.2022,2022-05-24T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
217,b1051299855,,Cena 1 barel ropa Brent v USD dne 28.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-31T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
218,b1051299856,,Cena 1 oz zlata v USD dne 28.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-31T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
219,b1051299857,,Kurz 1 Bitcoin v USD dne 28.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-31T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
220,b1051299858,,Kurz devizového trhu 1 EUR podle ČNB pro den 28.6.2022,2022-05-31T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
221,b1052325552,,Cena 1 barel ropa Brent v USD dne 4.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-07T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
222,b1052325553,,Cena 1 oz zlata v USD dne 4.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz,2022-06-07T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
223,b1052325554,,Kurz 1 Bitcoin v USD dne 4.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-07T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
224,b1052325555,,Kurz devizového trhu 1 EUR podle ČNB pro den 4.7.2022,2022-06-07T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
225,b1052453177,,Maximální denní teplota ve stupních C podle chmi.cz bude 1.7.2022 8:00 – 2.7.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-06-15T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
226,b1052444026,,"Nejvyšší naměřená teplota v ČR od 1.7. do 1.9.2022 podle chmi.cz bude +40,4 stupně C",2022-06-30T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337195,Nejvyšší naměřená teplota v ČR 1.7.-1.9.2022,Společenské sázky
227,b1052443926,,"Nejvyšší naměřená teplota v SR od 1.7. do 1.9.2022 podle shmu.sk bude +40,4 stupně C",2022-06-30T23:00:00.000+02:00,95438,Počasí v SR 2022,4581429,Nejvyšší naměřená teplota v SR 1.7.-1.9.2022,Společenské sázky
228,b1052564817,,Cena 1 barel ropa Brent v USD dne 4.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-07T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
229,b1053280494,,Cena 1 barel ropa Brent v USD dne 12.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-14T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
230,b1053280495,,Cena 1 oz zlata v USD dne 12.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz,2022-06-14T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
231,b1053280496,,Kurz 1 Bitcoin v USD dne 12.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-14T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
232,b1053280497,,Kurz devizového trhu 1 EUR podle ČNB pro den 12.7.2022,2022-06-14T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
233,b1053281723,,Vítěz,2022-10-01T20:00:00.000+02:00,95440,Zlatý míč 2022,4396081,Zlatý míč 2022,Sportovní sázky
234,b1053549675,,Vítěz,2022-06-18T08:00:00.000+02:00,97000,Předseda ČSLH,4594079,Volba předsedy ČSLH 18.6.2022,Sportovní sázky
235,b1054140579,,Kurz 1 Bitcoin v USD dne 12.7.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-14T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
236,b1054173567,,Vítěz,2022-12-01T20:00:00.000+01:00,94875,Sportovec roku ČR 2022,4346081,Sportovec roku ČR 2022 - jednotlivci,Sportovní sázky
237,b1054171138,Vlhová Petra,Vítěz Ano/Ne,2022-12-01T20:00:00.000+01:00,95548,Športovec roka SR 2022,4403509,Športovec roka SR 2022 - jednotlivci,Sportovní sázky
238,b1054292696,,Cena 1 barel ropa Brent v USD dne 2.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-28T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
239,b1054292697,,Cena 1 oz zlata v USD dne 2.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz,2022-06-28T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
240,b1054292698,,Kurz 1 Bitcoin v USD dne 2.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-06-28T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
241,b1054292699,,Kurz devizového trhu 1 EUR podle ČNB pro den 2.8.2022,2022-06-28T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
242,b1054613830,,Maximální denní teplota ve stupních C podle chmi.cz bude 15.7.2022 8:00 – 16.7.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-06-16T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
243,b1055838998,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - cukr krystalový (1kg) bude 20,25 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
244,b1055838999,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - eidamská cihla (1kg) bude 208,85 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
245,b1055839000,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - chléb konzumní kmínový (1 kg) bude 36,05 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
246,b1055839001,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - jablka konzumní (1kg) bude 35,75 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
247,b1055839002,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - konzumní brambory (1kg) bude 23,35 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
248,b1055839003,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - máslo (1kg) bude 246,55 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
249,b1055839004,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - mléko polotučné pasterované (1l) bude 23,65 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
250,b1055839005,,"Průměrná spotřebitelská cena v červenci 2022 (28.týden) podle Českého statistického úřadu (czso.cz) - pivo výčepní,světlé,lahvové (0,5l) bude 12,85 Kč",2022-07-07T23:00:00.000+02:00,95215,Potraviny 2022 - spotřeba a cena,4623569,Cena potravin v roce 2022,Společenské sázky
251,b1056512828,,Cena 1 barel ropa Brent v USD dne 9.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-07-05T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
252,b1056512829,,Cena 1 oz zlata v USD dne 9.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz,2022-07-05T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
253,b1056512830,,Kurz 1 Bitcoin v USD dne 9.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-07-05T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
254,b1056512831,,Kurz devizového trhu 1 EUR podle ČNB pro den 9.8.2022,2022-07-05T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
255,b1056943007,,Petr Fiala bude 31.12.2022 předsedou Vlády ČR s důvěrou PS,2022-07-31T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
256,b1056948963,,Nathan’s Hotdog Eating Contest (Soutěž v pojídání hotdogů vyhraje Joey Chestnut),2022-07-04T17:00:00.000+02:00,95435,Nathan’s Hotdog Eating Contest 2022,4394775,Nathan's Hotdog Eating Contest 2022,Zábava
257,b1056948964,,Nathan’s Hotdog Eating Contest (Vítěz soutěže mužů sní 75 hotdogů),2022-07-04T17:00:00.000+02:00,95435,Nathan’s Hotdog Eating Contest 2022,4394775,Nathan's Hotdog Eating Contest 2022,Zábava
258,b1057148840,,Maximální denní teplota ve stupních C podle chmi.cz bude 1.8.2022 8:00 – 2.8.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-07-15T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
259,b1057782771,,Cena 1 barel ropa Brent v USD dne 16.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-07-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
260,b1057782772,,Cena 1 oz zlata v USD dne 16.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-07-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
261,b1057782773,,Kurz 1 Bitcoin v USD dne 16.8.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-07-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
262,b1057782774,,Kurz devizového trhu 1 EUR podle ČNB pro den 16.8.2022,2022-07-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
263,b1058285915,,Vítěz,2022-07-11T22:00:00.000+02:00,97403,Cristiano Ronaldo,4652904,Cristiano Ronaldo bude 5.9.2022 hráčem týmu (ne hostování),Sportovní sázky
264,b1058500861,,Vítěz,2022-07-31T20:00:00.000+02:00,97400,Premiér Velké Británie,4649423,Následující premiér V.Británie po B.Johnsonovi,Politika
265,b1058911231,,Cena 1 barel ropa Brent v USD dne 11.10.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
266,b1058911232,,Cena 1 oz zlata v USD dne 11.10.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
267,b1058911233,,Kurz 1 Bitcoin v USD dne 11.10.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
268,b1058911234,,Kurz devizového trhu 1 EUR podle ČNB pro den 11.10.2022,2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
269,b1059660952,,Maximální denní teplota ve stupních C podle chmi.cz bude 15.8.2022 8:00 – 16.8.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-08-01T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
270,b1062239711,,Maximální denní teplota ve stupních C podle chmi.cz bude 1.9.2022 8:00 – 2.9.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-08-02T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
271,b1064457699,,Cena 1 barel ropa Brent v USD dne 15.11.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
272,b1064457700,,Cena 1 oz zlata v USD dne 15.11.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
273,b1064457701,,Kurz 1 Bitcoin v USD dne 15.11.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
274,b1064457702,,Kurz devizového trhu 1 EUR podle ČNB pro den 15.11.2022,2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
275,b1064598477,,Maximální denní teplota ve stupních C podle chmi.cz bude 15.9.2022 8:00 – 16.9.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-09-01T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
276,b1065418846,,Kurz devizového trhu 1 EUR podle ČNB pro den 15.11.2022,2022-09-01T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
